object_kind,object_id,object_class,quantity,quantity_period,observation_calculation_class,model_use,evidence_reference,claim_boundary
node,NGA-M-SPINACH-08C0A842F,mass_labelled_commodity_state,,,structural_or_context_observation,location-product pair retained from evidence record; quantity may be unresolved,NGA_GOMBE_OLD_MARKET_SPINACH_CHILD,location-product pair retained from evidence record; quantity may be unresolved
node,NGA-M-CARROT-BD4A07495,mass_labelled_commodity_state,,,registry_scaffold,product reported for compound parent; member-specific product and quantity unresolved,OD-R4-NGA-VEG-001 | R4-NGA-VEG-001,product reported for compound parent; member-specific product and quantity unresolved
node,NGA-M-CARROT-7AAB3E700,mass_labelled_commodity_state,,,structural_or_context_observation,location-product pair retained from evidence record; quantity may be unresolved,OD-R4-NGA-VEG-001 | R4-NGA-VEG-001,location-product pair retained from evidence record; quantity may be unresolved
node,NGA-M-CARROT-3BD349CB6,mass_labelled_commodity_state,,,registry_scaffold,product reported for compound parent; member-specific product and quantity unresolved,OD-R4-NGA-VEG-001 | R4-NGA-VEG-001,product reported for compound parent; member-specific product and quantity unresolved
node,NGA-M-CARROT-AB893EBE6,mass_labelled_commodity_state,,,structural_or_context_observation,destination-product route context; local absorption not assumed,OD-R4-NGA-VEG-001 | R4-NGA-VEG-001,destination-product route context; local absorption not assumed
node,NGA-M-DRIED-TILAPIA-7FB11968A,mass_labelled_commodity_state,,,structural_or_context_observation,location-product pair retained from evidence record; quantity may be unresolved,OD-R4-NGA-FISH-001 | R4-NGA-FISH-001,location-product pair retained from evidence record; quantity may be unresolved
node,NGA-M-DRIED-TILAPIA-E04E55F7A,mass_labelled_commodity_state,,,structural_or_context_observation,destination-product route context; local absorption not assumed,OD-R4-NGA-FISH-001 | R4-NGA-FISH-001,destination-product route context; local absorption not assumed
node,NGA-M-GREEN-BEANS-81BD4EE82,mass_labelled_commodity_state,,,registry_scaffold,product reported for compound parent; member-specific product and quantity unresolved,OD-R4-NGA-VEG-001 | R4-NGA-VEG-001,product reported for compound parent; member-specific product and quantity unresolved
node,NGA-M-GREEN-BEANS-8D9BDED4C,mass_labelled_commodity_state,,,structural_or_context_observation,location-product pair retained from evidence record; quantity may be unresolved,OD-R4-NGA-VEG-001 | R4-NGA-VEG-001,location-product pair retained from evidence record; quantity may be unresolved
node,NGA-M-GREEN-BEANS-ED52433B8,mass_labelled_commodity_state,,,registry_scaffold,product reported for compound parent; member-specific product and quantity unresolved,OD-R4-NGA-VEG-001 | R4-NGA-VEG-001,product reported for compound parent; member-specific product and quantity unresolved
node,NGA-M-GREEN-BEANS-353DD9930,mass_labelled_commodity_state,,,structural_or_context_observation,destination-product route context; local absorption not assumed,OD-R4-NGA-VEG-001 | R4-NGA-VEG-001,destination-product route context; local absorption not assumed
node,NGA-M-GREEN-PEPPER-C3E872D70,mass_labelled_commodity_state,,,registry_scaffold,product reported for compound parent; member-specific product and quantity unresolved,OD-R4-NGA-VEG-001 | R4-NGA-VEG-001,product reported for compound parent; member-specific product and quantity unresolved
node,NGA-M-GREEN-PEPPER-029AFEBA7,mass_labelled_commodity_state,,,structural_or_context_observation,location-product pair retained from evidence record; quantity may be unresolved,OD-R4-NGA-VEG-001 | R4-NGA-VEG-001,location-product pair retained from evidence record; quantity may be unresolved
node,NGA-M-GREEN-PEPPER-7B701418F,mass_labelled_commodity_state,,,registry_scaffold,product reported for compound parent; member-specific product and quantity unresolved,OD-R4-NGA-VEG-001 | R4-NGA-VEG-001,product reported for compound parent; member-specific product and quantity unresolved
node,NGA-M-GREEN-PEPPER-9B54C311E,mass_labelled_commodity_state,,,structural_or_context_observation,destination-product route context; local absorption not assumed,OD-R4-NGA-VEG-001 | R4-NGA-VEG-001,destination-product route context; local absorption not assumed
node,NGA-M-MACKEREL-B30185DC0,mass_labelled_commodity_state,,,structural_or_context_observation,location-product pair retained from evidence record; quantity may be unresolved,OD-R4-NGA-FISH-001 | R4-NGA-FISH-001,location-product pair retained from evidence record; quantity may be unresolved
node,NGA-M-MACKEREL-F1E454B7D,mass_labelled_commodity_state,,,structural_or_context_observation,destination-product route context; local absorption not assumed,OD-R4-NGA-FISH-001 | R4-NGA-FISH-001,destination-product route context; local absorption not assumed
node,NGA-M-ONION-0890AC8E6,mass_labelled_commodity_state,,,registry_scaffold,product reported for compound parent; member-specific product and quantity unresolved,OD-R4-NGA-VEG-001 | R4-NGA-VEG-001,product reported for compound parent; member-specific product and quantity unresolved
node,NGA-M-ONION-F66EC444B,mass_labelled_commodity_state,,,structural_or_context_observation,location-product pair retained from evidence record; quantity may be unresolved,OD-R4-NGA-VEG-001 | R4-NGA-VEG-001,location-product pair retained from evidence record; quantity may be unresolved
node,NGA-M-ONION-2BB8671BD,mass_labelled_commodity_state,,,registry_scaffold,product reported for compound parent; member-specific product and quantity unresolved,OD-R4-NGA-VEG-001 | R4-NGA-VEG-001,product reported for compound parent; member-specific product and quantity unresolved
node,NGA-M-ONION-67C7EE887,mass_labelled_commodity_state,,,structural_or_context_observation,destination-product route context; local absorption not assumed,OD-R4-NGA-VEG-001 | R4-NGA-VEG-001,destination-product route context; local absorption not assumed
node,NGA-M-PRODUCT-LABELLED-MOLUS-E2F99BE1D,mass_labelled_commodity_state,,,structural_or_context_observation,location-product pair retained from evidence record; quantity may be unresolved,OD-R4-NGA-FISH-001 | R4-NGA-FISH-001,location-product pair retained from evidence record; quantity may be unresolved
node,NGA-M-PRODUCT-LABELLED-MOLUS-78F72C998,mass_labelled_commodity_state,,,structural_or_context_observation,destination-product route context; local absorption not assumed,OD-R4-NGA-FISH-001 | R4-NGA-FISH-001,destination-product route context; local absorption not assumed
node,NGA-M-SPINACH-38C523562,mass_labelled_commodity_state,,,registry_scaffold,product reported for compound parent; member-specific product and quantity unresolved,OD-R4-NGA-VEG-001 | R4-NGA-VEG-001,product reported for compound parent; member-specific product and quantity unresolved
node,NGA-M-SPINACH-5295E6606,mass_labelled_commodity_state,,,structural_or_context_observation,location-product pair retained from evidence record; quantity may be unresolved,OD-R4-NGA-VEG-001 | R4-NGA-VEG-001,location-product pair retained from evidence record; quantity may be unresolved
node,NGA-M-SPINACH-E6DB18187,mass_labelled_commodity_state,,,registry_scaffold,product reported for compound parent; member-specific product and quantity unresolved,OD-R4-NGA-VEG-001 | R4-NGA-VEG-001,product reported for compound parent; member-specific product and quantity unresolved
node,NGA-M-SPINACH-FC05016F3,mass_labelled_commodity_state,,,structural_or_context_observation,destination-product route context; local absorption not assumed,OD-R4-NGA-VEG-001 | R4-NGA-VEG-001,destination-product route context; local absorption not assumed
node,NGA-M-UNSPECIFIED-FISH-COMMO-DEDF0B007,mass_labelled_commodity_state,,,structural_or_context_observation,location-product pair retained from evidence record; quantity may be unresolved,CHEM-NGA-01,location-product pair retained from evidence record; quantity may be unresolved
node,NGA-M-UNSPECIFIED-FISH-COMMO-2F93EF299,mass_labelled_commodity_state,,,registry_scaffold,product reported for compound parent; member-specific product and quantity unresolved,CHEM-NGA-01,product reported for compound parent; member-specific product and quantity unresolved
node,NGA-M-UNSPECIFIED-FISH-COMMO-DD5AED569,mass_labelled_commodity_state,,,registry_scaffold,product reported for compound parent; member-specific product and quantity unresolved,CHEM-NGA-01,product reported for compound parent; member-specific product and quantity unresolved
node,NGA-M-UNSPECIFIED-FISH-COMMO-A8AC55CD6,mass_labelled_commodity_state,,,structural_or_context_observation,location-product pair retained from evidence record; quantity may be unresolved,CHEM-NGA-02,location-product pair retained from evidence record; quantity may be unresolved
node,NGA-N-DANDARU-RIVER-AND-ELEYELE-35C9064,aquatic_source,,,registry_scaffold,,CHEM-NGA-01 | atlas_unit:CHEM-NGA-01 | reviewed_atomization_v1_1_0,chemistry/source record retained; join status as inherited | compound label retained as parent | retained from frozen_atlas_unit
node,NGA-N-DANDARU-RIVER-IBADAN-646A9E270,named_locality,,,registry_scaffold,,reviewed_atomization_v1_1_0,explicit named member; member-specific mass may remain unresolved
node,NGA-N-ELEYELE-LAKE-IBADAN-F45234F1A,named_locality,,,registry_scaffold,,reviewed_atomization_v1_1_0,explicit named member; member-specific mass may remain unresolved
node,NGA-N-GOMBE-MAIN-MARKET-CA37F10C3,market_or_landing,,,registry_scaffold,,reviewed_atomization_v1_1_0,explicit named member; member-specific mass may remain unresolved
node,NGA-N-GOMBE-OLD-AND-MAIN-MARKETS-A27A1E3,market_or_landing,,,registry_scaffold,,OD-R4-NGA-VEG-001 | atlas_unit:OD-R4-NGA-VEG-001 | reviewed_atomization_v1_1_0 | R4-NGA-VEG-001,compound label retained as parent | market_destination_observed_upstream_origin_incomplete | retained from frozen_atlas_unit | retained from four_round_od_ledger
node,NGA-N-GOMBE-OLD-MARKET-87AC9B2,market_or_landing,,,registry_scaffold,,NGA_GOMBE_OLD_MARKET_CARROT_CHILD | nf_unit:NGA_GOMBE_OLD_MARKET_CARROT_CHILD | nf_unit:NGA_GOMBE_OLD_MARKET_SPINACH_CHILD | reviewed_atomization_v1_1_0 | NGA_GOMBE_OLD_MARKET_SPINACH_CHILD,basis_and_toxicology_sensitive_alarm | explicit named member; member-specific mass may remain unresolved | retained from latest_nf_curated_unit | retained from latest_nf_curated_unit
node,NGA-N-LAKE-CHAD-REGION-FISH-MARK-06B0949,market_or_landing,,,registry_scaffold,,OD-R4-NGA-FISH-001 | atlas_unit:OD-R4-NGA-FISH-001 | R4-NGA-FISH-001,market_destination_observed_upstream_origin_incomplete | retained from frozen_atlas_unit | retained from four_round_od_ledger
node,NGA-N-NIGER-RIVER-SYSTEM-D512859,aquatic_source,,,registry_scaffold,,CHEM-NGA-02 | atlas_unit:CHEM-NGA-02,chemistry/source record retained; join status as inherited | retained from frozen_atlas_unit
node,NGA-N-ADULT-AND-CHILD-CONSUMERS-9D2555B,consumer_catchment,,,registry_scaffold,,OD-R4-NGA-VEG-001 | atlas_unit:OD-R4-NGA-VEG-001 | R4-NGA-VEG-001,market_destination_observed_upstream_origin_incomplete | retained from frozen_atlas_unit | retained from four_round_od_ledger
node,NGA-N-FISH-CONSUMERS-A8E9A12,consumer_catchment,,,registry_scaffold,,OD-R4-NGA-FISH-001 | atlas_unit:OD-R4-NGA-FISH-001 | R4-NGA-FISH-001,market_destination_observed_upstream_origin_incomplete | retained from frozen_atlas_unit | retained from four_round_od_ledger
node,NGA-N-COUNTRY,country_anchor,,,registry_scaffold,,country_atlas_v2_layer_54,structural registry node; not food-safety evidence
node,NGA-N-TRADE-GATEWAY,national_trade_gateway,,,registry_scaffold,,NF_country_UN_Comtrade_aquatic_partner_flows_2019_2024_v1_0.csv,formal customs country-pair node; not a source-specific contaminant shipment
node,NGA-M-CRUSTACEANS-3474DF5A9,mass_labelled_commodity_state,,,structural_or_context_observation,formal customs form at national gateway; port/border not identified,NF_country_UN_Comtrade_aquatic_partner_flows_2019_2024_v1_0.csv,formal customs form at national gateway; port/border not identified
node,NGA-M-CRUSTACEANS-2F905A89D,mass_labelled_commodity_state,,,structural_or_context_observation,formal customs form at national gateway; port/border not identified,NF_country_UN_Comtrade_aquatic_partner_flows_2019_2024_v1_0.csv,formal customs form at national gateway; port/border not identified
node,NGA-M-DRIED-SALTED-SMOKED-FI-222C78C59,mass_labelled_commodity_state,,,structural_or_context_observation,formal customs form at national gateway; port/border not identified,NF_country_UN_Comtrade_aquatic_partner_flows_2019_2024_v1_0.csv,formal customs form at national gateway; port/border not identified
node,NGA-M-DRIED-SALTED-SMOKED-FI-1973CD706,mass_labelled_commodity_state,,,structural_or_context_observation,formal customs form at national gateway; port/border not identified,NF_country_UN_Comtrade_aquatic_partner_flows_2019_2024_v1_0.csv,formal customs form at national gateway; port/border not identified
node,NGA-M-FISH-FILLETS-AND-MEAT-162184681,mass_labelled_commodity_state,,,structural_or_context_observation,formal customs form at national gateway; port/border not identified,NF_country_UN_Comtrade_aquatic_partner_flows_2019_2024_v1_0.csv,formal customs form at national gateway; port/border not identified
node,NGA-M-FISH-FILLETS-AND-MEAT-C50A2359F,mass_labelled_commodity_state,,,structural_or_context_observation,formal customs form at national gateway; port/border not identified,NF_country_UN_Comtrade_aquatic_partner_flows_2019_2024_v1_0.csv,formal customs form at national gateway; port/border not identified
node,NGA-M-FRESH-OR-CHILLED-FISH-7A8FF56F4,mass_labelled_commodity_state,,,structural_or_context_observation,formal customs form at national gateway; port/border not identified,NF_country_UN_Comtrade_aquatic_partner_flows_2019_2024_v1_0.csv,formal customs form at national gateway; port/border not identified
node,NGA-M-FRESH-OR-CHILLED-FISH-1970B8928,mass_labelled_commodity_state,,,structural_or_context_observation,formal customs form at national gateway; port/border not identified,NF_country_UN_Comtrade_aquatic_partner_flows_2019_2024_v1_0.csv,formal customs form at national gateway; port/border not identified
node,NGA-M-FROZEN-FISH-5E42082B6,mass_labelled_commodity_state,,,structural_or_context_observation,formal customs form at national gateway; port/border not identified,NF_country_UN_Comtrade_aquatic_partner_flows_2019_2024_v1_0.csv,formal customs form at national gateway; port/border not identified
node,NGA-M-FROZEN-FISH-8530DF273,mass_labelled_commodity_state,,,structural_or_context_observation,formal customs form at national gateway; port/border not identified,NF_country_UN_Comtrade_aquatic_partner_flows_2019_2024_v1_0.csv,formal customs form at national gateway; port/border not identified
node,NGA-M-LIVE-FISH-E2E191D7C,mass_labelled_commodity_state,,,structural_or_context_observation,formal customs form at national gateway; port/border not identified,NF_country_UN_Comtrade_aquatic_partner_flows_2019_2024_v1_0.csv,formal customs form at national gateway; port/border not identified
node,NGA-M-LIVE-FISH-6516C9B3D,mass_labelled_commodity_state,,,structural_or_context_observation,formal customs form at national gateway; port/border not identified,NF_country_UN_Comtrade_aquatic_partner_flows_2019_2024_v1_0.csv,formal customs form at national gateway; port/border not identified
node,NGA-M-MOLLUSCS-5E220EA9B,mass_labelled_commodity_state,,,structural_or_context_observation,formal customs form at national gateway; port/border not identified,NF_country_UN_Comtrade_aquatic_partner_flows_2019_2024_v1_0.csv,formal customs form at national gateway; port/border not identified
node,NGA-M-MOLLUSCS-E73EA44FF,mass_labelled_commodity_state,,,structural_or_context_observation,formal customs form at national gateway; port/border not identified,NF_country_UN_Comtrade_aquatic_partner_flows_2019_2024_v1_0.csv,formal customs form at national gateway; port/border not identified
node,NGA-M-OTHER-AQUATIC-INVERTEB-21B78B458,mass_labelled_commodity_state,,,structural_or_context_observation,formal customs form at national gateway; port/border not identified,NF_country_UN_Comtrade_aquatic_partner_flows_2019_2024_v1_0.csv,formal customs form at national gateway; port/border not identified
node,NGA-M-OTHER-AQUATIC-INVERTEB-3A4D2F334,mass_labelled_commodity_state,,,structural_or_context_observation,formal customs form at national gateway; port/border not identified,NF_country_UN_Comtrade_aquatic_partner_flows_2019_2024_v1_0.csv,formal customs form at national gateway; port/border not identified
node,NGA-M-PREPARED-CRUSTACEANS-M-43D06D083,mass_labelled_commodity_state,,,structural_or_context_observation,formal customs form at national gateway; port/border not identified,NF_country_UN_Comtrade_aquatic_partner_flows_2019_2024_v1_0.csv,formal customs form at national gateway; port/border not identified
node,NGA-M-PREPARED-CRUSTACEANS-M-259C85F16,mass_labelled_commodity_state,,,structural_or_context_observation,formal customs form at national gateway; port/border not identified,NF_country_UN_Comtrade_aquatic_partner_flows_2019_2024_v1_0.csv,formal customs form at national gateway; port/border not identified
node,NGA-M-PREPARED-OR-PRESERVED-EDE1BBE1A,mass_labelled_commodity_state,,,structural_or_context_observation,formal customs form at national gateway; port/border not identified,NF_country_UN_Comtrade_aquatic_partner_flows_2019_2024_v1_0.csv,formal customs form at national gateway; port/border not identified
node,NGA-M-PREPARED-OR-PRESERVED-B01B188C3,mass_labelled_commodity_state,,,structural_or_context_observation,formal customs form at national gateway; port/border not identified,NF_country_UN_Comtrade_aquatic_partner_flows_2019_2024_v1_0.csv,formal customs form at national gateway; port/border not identified
node,COG-M-MARKET-GARDEN-EDIBLE-P-DA7683543,mass_labelled_commodity_state,,,structural_or_context_observation,location-product pair retained from evidence record; quantity may be unresolved,OD-R1-COG-VEG-001 | R1-COG-VEG-001,location-product pair retained from evidence record; quantity may be unresolved
node,COG-M-MARKET-GARDEN-EDIBLE-P-68C26C4CC,mass_labelled_commodity_state,,,registry_scaffold,product reported for compound parent; member-specific product and quantity unresolved,OD-R1-COG-VEG-001 | R1-COG-VEG-001,product reported for compound parent; member-specific product and quantity unresolved
node,COG-M-MARKET-GARDEN-EDIBLE-P-18D9B00EB,mass_labelled_commodity_state,,,registry_scaffold,product reported for compound parent; member-specific product and quantity unresolved,OD-R1-COG-VEG-001 | R1-COG-VEG-001,product reported for compound parent; member-specific product and quantity unresolved
node,COG-M-MARKET-GARDEN-EDIBLE-P-622389AF8,mass_labelled_commodity_state,,,structural_or_context_observation,destination-product route context; local absorption not assumed,OD-R1-COG-VEG-001 | R1-COG-VEG-001,destination-product route context; local absorption not assumed
node,COG-N-BRAZZAVILLE-AND-POINTE-NOI-F7EF2ED,market_or_landing,,,registry_scaffold,,OD-R1-COG-VEG-001 | atlas_unit:OD-R1-COG-VEG-001 | reviewed_atomization_v1_1_0 | R1-COG-VEG-001,compound label retained as parent | market_destination_observed_upstream_origin_incomplete | retained from frozen_atlas_unit | retained from four_round_od_ledger
node,COG-N-BRAZZAVILLE-MARKET-GAR-18A4FC3CE,market_or_landing,,,registry_scaffold,,reviewed_atomization_v1_1_0,explicit named member; member-specific mass may remain unresolved
node,COG-N-POINTE-NOIRE-MARKET-GA-651D73380,market_or_landing,,,registry_scaffold,,reviewed_atomization_v1_1_0,explicit named member; member-specific mass may remain unresolved
node,COG-N-URBAN-VEGETABLE-CONSUMERS-C4FB9A3,consumer_catchment,,,registry_scaffold,,OD-R1-COG-VEG-001 | atlas_unit:OD-R1-COG-VEG-001 | R1-COG-VEG-001,market_destination_observed_upstream_origin_incomplete | retained from frozen_atlas_unit | retained from four_round_od_ledger
node,COG-N-COUNTRY,country_anchor,,,registry_scaffold,,country_atlas_v2_layer_54,structural registry node; not food-safety evidence
node,COG-N-TRADE-GATEWAY,national_trade_gateway,,,registry_scaffold,,NF_country_UN_Comtrade_aquatic_partner_flows_2019_2024_v1_0.csv,formal customs country-pair node; not a source-specific contaminant shipment
node,COG-M-CRUSTACEANS-41FB737B3,mass_labelled_commodity_state,,,structural_or_context_observation,formal customs form at national gateway; port/border not identified,NF_country_UN_Comtrade_aquatic_partner_flows_2019_2024_v1_0.csv,formal customs form at national gateway; port/border not identified
node,COG-M-DRIED-SALTED-SMOKED-FI-15BB0D32B,mass_labelled_commodity_state,,,structural_or_context_observation,formal customs form at national gateway; port/border not identified,NF_country_UN_Comtrade_aquatic_partner_flows_2019_2024_v1_0.csv,formal customs form at national gateway; port/border not identified
node,COG-M-FISH-FILLETS-AND-MEAT-FCD62A698,mass_labelled_commodity_state,,,structural_or_context_observation,formal customs form at national gateway; port/border not identified,NF_country_UN_Comtrade_aquatic_partner_flows_2019_2024_v1_0.csv,formal customs form at national gateway; port/border not identified
node,COG-M-FRESH-OR-CHILLED-FISH-64F287CAA,mass_labelled_commodity_state,,,structural_or_context_observation,formal customs form at national gateway; port/border not identified,NF_country_UN_Comtrade_aquatic_partner_flows_2019_2024_v1_0.csv,formal customs form at national gateway; port/border not identified
node,COG-M-FROZEN-FISH-9BE5ED6D9,mass_labelled_commodity_state,,,structural_or_context_observation,formal customs form at national gateway; port/border not identified,NF_country_UN_Comtrade_aquatic_partner_flows_2019_2024_v1_0.csv,formal customs form at national gateway; port/border not identified
node,COG-M-FROZEN-FISH-1780D919D,mass_labelled_commodity_state,,,structural_or_context_observation,formal customs form at national gateway; port/border not identified,NF_country_UN_Comtrade_aquatic_partner_flows_2019_2024_v1_0.csv,formal customs form at national gateway; port/border not identified
node,COG-M-LIVE-FISH-DC177D739,mass_labelled_commodity_state,,,structural_or_context_observation,formal customs form at national gateway; port/border not identified,NF_country_UN_Comtrade_aquatic_partner_flows_2019_2024_v1_0.csv,formal customs form at national gateway; port/border not identified
node,COG-M-MOLLUSCS-DE0F5D9EA,mass_labelled_commodity_state,,,structural_or_context_observation,formal customs form at national gateway; port/border not identified,NF_country_UN_Comtrade_aquatic_partner_flows_2019_2024_v1_0.csv,formal customs form at national gateway; port/border not identified
node,COG-M-PREPARED-CRUSTACEANS-M-CFDBC86C6,mass_labelled_commodity_state,,,structural_or_context_observation,formal customs form at national gateway; port/border not identified,NF_country_UN_Comtrade_aquatic_partner_flows_2019_2024_v1_0.csv,formal customs form at national gateway; port/border not identified
node,COG-M-PREPARED-OR-PRESERVED-85966DE78,mass_labelled_commodity_state,,,structural_or_context_observation,formal customs form at national gateway; port/border not identified,NF_country_UN_Comtrade_aquatic_partner_flows_2019_2024_v1_0.csv,formal customs form at national gateway; port/border not identified
node,RWA-M-UNSPECIFIED-FISH-COMMO-EA44AA064,mass_labelled_commodity_state,,,structural_or_context_observation,location-product pair retained from evidence record; quantity may be unresolved,CHEM-RWA-01,location-product pair retained from evidence record; quantity may be unresolved
node,RWA-N-LAKE-KIVU-39B3E17,aquatic_source,,,registry_scaffold,,CHEM-RWA-01 | atlas_unit:CHEM-RWA-01,chemistry/source record retained; join status as inherited | retained from frozen_atlas_unit
node,RWA-N-LAKE-KIVU-GISENYI-COMPARAT-90D4B7D,aquatic_source,,,registry_scaffold,,paired_chain:RWA_LAKE_KIVU_TRACE,robust_reproduced
node,RWA-N-COUNTRY,country_anchor,,,registry_scaffold,,country_atlas_v2_layer_54,structural registry node; not food-safety evidence
node,RWA-N-TRADE-GATEWAY,national_trade_gateway,,,registry_scaffold,,NF_country_UN_Comtrade_aquatic_partner_flows_2019_2024_v1_0.csv,formal customs country-pair node; not a source-specific contaminant shipment
node,RWA-M-CRUSTACEANS-34798A23D,mass_labelled_commodity_state,,,structural_or_context_observation,formal customs form at national gateway; port/border not identified,NF_country_UN_Comtrade_aquatic_partner_flows_2019_2024_v1_0.csv,formal customs form at national gateway; port/border not identified
node,RWA-M-CRUSTACEANS-3A06B744B,mass_labelled_commodity_state,,,structural_or_context_observation,formal customs form at national gateway; port/border not identified,NF_country_UN_Comtrade_aquatic_partner_flows_2019_2024_v1_0.csv,formal customs form at national gateway; port/border not identified
node,RWA-M-DRIED-SALTED-SMOKED-FI-D5468CA27,mass_labelled_commodity_state,,,structural_or_context_observation,formal customs form at national gateway; port/border not identified,NF_country_UN_Comtrade_aquatic_partner_flows_2019_2024_v1_0.csv,formal customs form at national gateway; port/border not identified
node,RWA-M-DRIED-SALTED-SMOKED-FI-BE73EBD76,mass_labelled_commodity_state,,,structural_or_context_observation,formal customs form at national gateway; port/border not identified,NF_country_UN_Comtrade_aquatic_partner_flows_2019_2024_v1_0.csv,formal customs form at national gateway; port/border not identified
node,RWA-M-FISH-FILLETS-AND-MEAT-9500328ED,mass_labelled_commodity_state,,,structural_or_context_observation,formal customs form at national gateway; port/border not identified,NF_country_UN_Comtrade_aquatic_partner_flows_2019_2024_v1_0.csv,formal customs form at national gateway; port/border not identified
node,RWA-M-FRESH-OR-CHILLED-FISH-6978E3633,mass_labelled_commodity_state,,,structural_or_context_observation,formal customs form at national gateway; port/border not identified,NF_country_UN_Comtrade_aquatic_partner_flows_2019_2024_v1_0.csv,formal customs form at national gateway; port/border not identified
node,RWA-M-FROZEN-FISH-8E8272870,mass_labelled_commodity_state,,,structural_or_context_observation,formal customs form at national gateway; port/border not identified,NF_country_UN_Comtrade_aquatic_partner_flows_2019_2024_v1_0.csv,formal customs form at national gateway; port/border not identified
node,RWA-M-LIVE-FISH-2E1D7D16E,mass_labelled_commodity_state,,,structural_or_context_observation,formal customs form at national gateway; port/border not identified,NF_country_UN_Comtrade_aquatic_partner_flows_2019_2024_v1_0.csv,formal customs form at national gateway; port/border not identified
node,RWA-M-MOLLUSCS-2431F4696,mass_labelled_commodity_state,,,structural_or_context_observation,formal customs form at national gateway; port/border not identified,NF_country_UN_Comtrade_aquatic_partner_flows_2019_2024_v1_0.csv,formal customs form at national gateway; port/border not identified
node,RWA-M-PREPARED-CRUSTACEANS-M-5F32B12AC,mass_labelled_commodity_state,,,structural_or_context_observation,formal customs form at national gateway; port/border not identified,NF_country_UN_Comtrade_aquatic_partner_flows_2019_2024_v1_0.csv,formal customs form at national gateway; port/border not identified
node,RWA-M-PREPARED-CRUSTACEANS-M-679F7A1DF,mass_labelled_commodity_state,,,structural_or_context_observation,formal customs form at national gateway; port/border not identified,NF_country_UN_Comtrade_aquatic_partner_flows_2019_2024_v1_0.csv,formal customs form at national gateway; port/border not identified
node,RWA-M-PREPARED-OR-PRESERVED-C2CFEFF2D,mass_labelled_commodity_state,,,structural_or_context_observation,formal customs form at national gateway; port/border not identified,NF_country_UN_Comtrade_aquatic_partner_flows_2019_2024_v1_0.csv,formal customs form at national gateway; port/border not identified
node,RWA-M-PREPARED-OR-PRESERVED-20C0555E8,mass_labelled_commodity_state,,,structural_or_context_observation,formal customs form at national gateway; port/border not identified,NF_country_UN_Comtrade_aquatic_partner_flows_2019_2024_v1_0.csv,formal customs form at national gateway; port/border not identified
node,STP-N-COUNTRY,country_anchor,,,registry_scaffold,,country_atlas_v2_layer_54,structural registry node; not food-safety evidence
node,SEN-M-BITTER-EGGPLANT-1362F4362,mass_labelled_commodity_state,,,structural_or_context_observation,location-product pair retained from evidence record; quantity may be unresolved,SEN_NIAYES_DIMETHOATE_MEAL,location-product pair retained from evidence record; quantity may be unresolved
node,SEN-M-BITTER-EGGPLANT-CAFBFD2CE,mass_labelled_commodity_state,,,structural_or_context_observation,location-product pair retained from evidence record; quantity may be unresolved,OD-R1-SEN-VEG-001 | R1-SEN-VEG-001,location-product pair retained from evidence record; quantity may be unresolved
node,SEN-M-BITTER-EGGPLANT-26C7FCE59,mass_labelled_commodity_state,,,structural_or_context_observation,destination-product route context; local absorption not assumed,OD-R1-SEN-VEG-001 | R1-SEN-VEG-001,destination-product route context; local absorption not assumed
node,SEN-M-CABBAGE-07B6A553F,mass_labelled_commodity_state,,,structural_or_context_observation,location-product pair retained from evidence record; quantity may be unresolved,SEN_NIAYES_DIMETHOATE_MEAL,location-product pair retained from evidence record; quantity may be unresolved
node,SEN-M-CABBAGE-1EA9C8FDC,mass_labelled_commodity_state,,,structural_or_context_observation,location-product pair retained from evidence record; quantity may be unresolved,OD-R1-SEN-VEG-001 | R1-SEN-VEG-001,location-product pair retained from evidence record; quantity may be unresolved
node,SEN-M-CABBAGE-7164CF31A,mass_labelled_commodity_state,,,structural_or_context_observation,destination-product route context; local absorption not assumed,OD-R1-SEN-VEG-001 | R1-SEN-VEG-001,destination-product route context; local absorption not assumed
node,SEN-M-CARROT-1DF593EA5,mass_labelled_commodity_state,,,structural_or_context_observation,location-product pair retained from evidence record; quantity may be unresolved,SEN_NIAYES_DIMETHOATE_MEAL,location-product pair retained from evidence record; quantity may be unresolved
node,SEN-M-CARROT-9207E1F98,mass_labelled_commodity_state,,,structural_or_context_observation,location-product pair retained from evidence record; quantity may be unresolved,OD-R1-SEN-VEG-001 | R1-SEN-VEG-001,location-product pair retained from evidence record; quantity may be unresolved
node,SEN-M-CARROT-7EDBEDECB,mass_labelled_commodity_state,,,structural_or_context_observation,destination-product route context; local absorption not assumed,OD-R1-SEN-VEG-001 | R1-SEN-VEG-001,destination-product route context; local absorption not assumed
node,SEN-M-FISH-MUSCLE-4D47F4C9D,mass_labelled_commodity_state,,,structural_or_context_observation,location-product pair retained from evidence record; quantity may be unresolved,CHEM-SEN-COAST-HG-2016,location-product pair retained from evidence record; quantity may be unresolved
node,SEN-M-MUSSEL-EDIBLE-PARTS-74A46E9DB,mass_labelled_commodity_state,,,structural_or_context_observation,location-product pair retained from evidence record; quantity may be unresolved,CHEM-SEN-COAST-HG-2016,location-product pair retained from evidence record; quantity may be unresolved
