node_id,country,iso3,display_name,node_class,roles,food_domains,parent_node_id,aliases,legacy_node_ids,source_references,evidence_states,coordinate_status,identity_rule,is_country_anchor,is_trade_gateway,is_evidence_node,node_layer,base_spatial_node_id,commodity_label,product_form,mass_state_role,specificity,allocation_status,operational_mass_node,direct_location_product_observation,v1_status
CMR-M-MOLLUSCS-F60E8D6D1,Cameroon,CMR,molluscs @ Cameroon national aquatic-food trade gateway [export_dispatch],mass_labelled_commodity_state,export_dispatch,fish,CMR-N-TRADE-GATEWAY,,,NF_country_UN_Comtrade_aquatic_partner_flows_2019_2024_v1_0.csv,formal customs form at national gateway; port/border not identified,inherits spatial parent; no new coordinate,unique country + spatial parent + commodity/form + flow role,no,no,yes,trade_form_state,CMR-N-TRADE-GATEWAY,molluscs,molluscs,export_dispatch,customs_form_group,formal customs form at national gateway; port/border not identified,yes,yes,new_v1_1_0_mass_state
CMR-M-OTHER-AQUATIC-INVERTEB-BD2E1FB3E,Cameroon,CMR,other aquatic invertebrates @ Cameroon national aquatic-food trade gateway [export_dispatch],mass_labelled_commodity_state,export_dispatch,fish,CMR-N-TRADE-GATEWAY,,,NF_country_UN_Comtrade_aquatic_partner_flows_2019_2024_v1_0.csv,formal customs form at national gateway; port/border not identified,inherits spatial parent; no new coordinate,unique country + spatial parent + commodity/form + flow role,no,no,yes,trade_form_state,CMR-N-TRADE-GATEWAY,other aquatic invertebrates,other_aquatic_invertebrates,export_dispatch,customs_form_group,formal customs form at national gateway; port/border not identified,yes,yes,new_v1_1_0_mass_state
CMR-M-PREPARED-CRUSTACEANS-M-E250E2210,Cameroon,CMR,prepared crustaceans molluscs @ Cameroon national aquatic-food trade gateway [export_dispatch],mass_labelled_commodity_state,export_dispatch,fish,CMR-N-TRADE-GATEWAY,,,NF_country_UN_Comtrade_aquatic_partner_flows_2019_2024_v1_0.csv,formal customs form at national gateway; port/border not identified,inherits spatial parent; no new coordinate,unique country + spatial parent + commodity/form + flow role,no,no,yes,trade_form_state,CMR-N-TRADE-GATEWAY,prepared crustaceans molluscs,prepared_crustaceans_molluscs,export_dispatch,customs_form_group,formal customs form at national gateway; port/border not identified,yes,yes,new_v1_1_0_mass_state
CMR-M-PREPARED-CRUSTACEANS-M-773FCD660,Cameroon,CMR,prepared crustaceans molluscs @ Cameroon national aquatic-food trade gateway [import_reception],mass_labelled_commodity_state,import_reception,fish,CMR-N-TRADE-GATEWAY,,,NF_country_UN_Comtrade_aquatic_partner_flows_2019_2024_v1_0.csv,formal customs form at national gateway; port/border not identified,inherits spatial parent; no new coordinate,unique country + spatial parent + commodity/form + flow role,no,no,yes,trade_form_state,CMR-N-TRADE-GATEWAY,prepared crustaceans molluscs,prepared_crustaceans_molluscs,import_reception,customs_form_group,formal customs form at national gateway; port/border not identified,yes,yes,new_v1_1_0_mass_state
CMR-M-PREPARED-OR-PRESERVED-36302C7E2,Cameroon,CMR,prepared or preserved fish @ Cameroon national aquatic-food trade gateway [export_dispatch],mass_labelled_commodity_state,export_dispatch,fish,CMR-N-TRADE-GATEWAY,,,NF_country_UN_Comtrade_aquatic_partner_flows_2019_2024_v1_0.csv,formal customs form at national gateway; port/border not identified,inherits spatial parent; no new coordinate,unique country + spatial parent + commodity/form + flow role,no,no,yes,trade_form_state,CMR-N-TRADE-GATEWAY,prepared or preserved fish,prepared_or_preserved_fish,export_dispatch,customs_form_group,formal customs form at national gateway; port/border not identified,yes,yes,new_v1_1_0_mass_state
CMR-M-PREPARED-OR-PRESERVED-0AD7F7CF0,Cameroon,CMR,prepared or preserved fish @ Cameroon national aquatic-food trade gateway [import_reception],mass_labelled_commodity_state,import_reception,fish,CMR-N-TRADE-GATEWAY,,,NF_country_UN_Comtrade_aquatic_partner_flows_2019_2024_v1_0.csv,formal customs form at national gateway; port/border not identified,inherits spatial parent; no new coordinate,unique country + spatial parent + commodity/form + flow role,no,no,yes,trade_form_state,CMR-N-TRADE-GATEWAY,prepared or preserved fish,prepared_or_preserved_fish,import_reception,customs_form_group,formal customs form at national gateway; port/border not identified,yes,yes,new_v1_1_0_mass_state
CAF-N-COUNTRY,Central African Republic,CAF,Central African Republic country anchor,country_anchor,country_anchor,,,,,country_atlas_v2_layer_54,structural registry node; not food-safety evidence,country geometry handled by atlas layer; no point coordinate assigned,one structural country anchor per ISO3; excluded from evidence-node counts,yes,no,no,structural,,,,,,,no,no,inherited_v1_0_0
CAF-N-TRADE-GATEWAY,Central African Republic,CAF,Central African Republic national aquatic-food trade gateway,national_trade_gateway,trade_gateway,fish,CAF-N-COUNTRY,,,NF_country_UN_Comtrade_aquatic_partner_flows_2019_2024_v1_0.csv,formal customs country-pair node; not a source-specific contaminant shipment,country-level gateway; no point coordinate assigned,one country-level customs gateway per participating ISO3; excluded from local exposure nodes,no,yes,no,structural,,,,,,,no,no,inherited_v1_0_0
CAF-M-DRIED-SALTED-SMOKED-FI-415458506,Central African Republic,CAF,dried salted smoked fish @ Central African Republic national aquatic-food trade gateway [import_reception],mass_labelled_commodity_state,import_reception,fish,CAF-N-TRADE-GATEWAY,,,NF_country_UN_Comtrade_aquatic_partner_flows_2019_2024_v1_0.csv,formal customs form at national gateway; port/border not identified,inherits spatial parent; no new coordinate,unique country + spatial parent + commodity/form + flow role,no,no,yes,trade_form_state,CAF-N-TRADE-GATEWAY,dried salted smoked fish,dried_salted_smoked_fish,import_reception,customs_form_group,formal customs form at national gateway; port/border not identified,yes,yes,new_v1_1_0_mass_state
CAF-M-FRESH-OR-CHILLED-FISH-579E8C362,Central African Republic,CAF,fresh or chilled fish @ Central African Republic national aquatic-food trade gateway [import_reception],mass_labelled_commodity_state,import_reception,fish,CAF-N-TRADE-GATEWAY,,,NF_country_UN_Comtrade_aquatic_partner_flows_2019_2024_v1_0.csv,formal customs form at national gateway; port/border not identified,inherits spatial parent; no new coordinate,unique country + spatial parent + commodity/form + flow role,no,no,yes,trade_form_state,CAF-N-TRADE-GATEWAY,fresh or chilled fish,fresh_or_chilled_fish,import_reception,customs_form_group,formal customs form at national gateway; port/border not identified,yes,yes,new_v1_1_0_mass_state
CAF-M-FROZEN-FISH-6E652C822,Central African Republic,CAF,frozen fish @ Central African Republic national aquatic-food trade gateway [import_reception],mass_labelled_commodity_state,import_reception,fish,CAF-N-TRADE-GATEWAY,,,NF_country_UN_Comtrade_aquatic_partner_flows_2019_2024_v1_0.csv,formal customs form at national gateway; port/border not identified,inherits spatial parent; no new coordinate,unique country + spatial parent + commodity/form + flow role,no,no,yes,trade_form_state,CAF-N-TRADE-GATEWAY,frozen fish,frozen_fish,import_reception,customs_form_group,formal customs form at national gateway; port/border not identified,yes,yes,new_v1_1_0_mass_state
TCD-M-UNSPECIFIED-FISH-COMMO-E66A2A330,Chad,TCD,unspecified fish commodity @ Chari River near N'Djamena [source_member_candidate],mass_labelled_commodity_state,source_member_candidate,,TCD-N-CHARI-RIVER-NEAR-N-DJA-9D8AD161C,,,CHEM-TCD-CHARI-LOGONE-2026,product reported for compound parent; member-specific product and quantity unresolved,inherits spatial parent; no new coordinate,unique country + spatial parent + commodity/form + flow role,no,no,no,commodity_state,TCD-N-CHARI-RIVER-NEAR-N-DJA-9D8AD161C,unspecified fish commodity,unspecified_form,source_member_candidate,domain_only,product reported for compound parent; member-specific product and quantity unresolved,yes,no,new_v1_1_0_mass_state
TCD-M-UNSPECIFIED-FISH-COMMO-D1A80087D,Chad,TCD,unspecified fish commodity @ Chari and Logone rivers near N'Djamena [source_stock],mass_labelled_commodity_state,source_stock,fish,TCD-N-CHARI-AND-LOGONE-RIVERS-NE-CE5B821,,,CHEM-TCD-CHARI-LOGONE-2026,location-product pair retained from evidence record; quantity may be unresolved,inherits spatial parent; no new coordinate,unique country + spatial parent + commodity/form + flow role,no,no,yes,commodity_state,TCD-N-CHARI-AND-LOGONE-RIVERS-NE-CE5B821,unspecified fish commodity,unspecified_form,source_stock,domain_only,location-product pair retained from evidence record; quantity may be unresolved,yes,yes,new_v1_1_0_mass_state
TCD-M-UNSPECIFIED-FISH-COMMO-888FD5ECD,Chad,TCD,unspecified fish commodity @ Logone River near N'Djamena [source_member_candidate],mass_labelled_commodity_state,source_member_candidate,,TCD-N-LOGONE-RIVER-NEAR-N-DJ-B6EF7D05F,,,CHEM-TCD-CHARI-LOGONE-2026,product reported for compound parent; member-specific product and quantity unresolved,inherits spatial parent; no new coordinate,unique country + spatial parent + commodity/form + flow role,no,no,no,commodity_state,TCD-N-LOGONE-RIVER-NEAR-N-DJ-B6EF7D05F,unspecified fish commodity,unspecified_form,source_member_candidate,domain_only,product reported for compound parent; member-specific product and quantity unresolved,yes,no,new_v1_1_0_mass_state
TCD-N-CHARI-RIVER-NEAR-N-DJA-9D8AD161C,Chad,TCD,Chari River near N'Djamena,named_locality,source,,TCD-N-CHARI-AND-LOGONE-RIVERS-NE-CE5B821,,,reviewed_atomization_v1_1_0,explicit named member; member-specific mass may remain unresolved,not harmonized; no coordinate invented,explicit named locality recovered from an inherited source label or OD ledger,no,no,yes,spatial,,,,,atomic_named_member,,no,no,new_v1_1_0_spatial_atom
TCD-N-CHARI-AND-LOGONE-RIVERS-NE-CE5B821,Chad,TCD,Chari and Logone rivers near N'Djamena,aquatic_source,source,fish,,,,CHEM-TCD-CHARI-LOGONE-2026 | atlas_unit:CHEM-TCD-CHARI-LOGONE-2026 | reviewed_atomization_v1_1_0,chemistry/source record retained; join status as inherited | compound label retained as parent | retained from frozen_atlas_unit,not harmonized; no coordinate invented,persistent exact-text evidence node; aliases merged only within country after normalized-text equality,no,no,yes,spatial,,,,,,,no,no,inherited_v1_0_0
TCD-N-LOGONE-RIVER-NEAR-N-DJ-B6EF7D05F,Chad,TCD,Logone River near N'Djamena,named_locality,source,,TCD-N-CHARI-AND-LOGONE-RIVERS-NE-CE5B821,,,reviewed_atomization_v1_1_0,explicit named member; member-specific mass may remain unresolved,not harmonized; no coordinate invented,explicit named locality recovered from an inherited source label or OD ledger,no,no,yes,spatial,,,,,atomic_named_member,,no,no,new_v1_1_0_spatial_atom
TCD-N-COUNTRY,Chad,TCD,Chad country anchor,country_anchor,country_anchor,,,,,country_atlas_v2_layer_54,structural registry node; not food-safety evidence,country geometry handled by atlas layer; no point coordinate assigned,one structural country anchor per ISO3; excluded from evidence-node counts,yes,no,no,structural,,,,,,,no,no,inherited_v1_0_0
TCD-N-TRADE-GATEWAY,Chad,TCD,Chad national aquatic-food trade gateway,national_trade_gateway,trade_gateway,fish,TCD-N-COUNTRY,,,NF_country_UN_Comtrade_aquatic_partner_flows_2019_2024_v1_0.csv,formal customs country-pair node; not a source-specific contaminant shipment,country-level gateway; no point coordinate assigned,one country-level customs gateway per participating ISO3; excluded from local exposure nodes,no,yes,no,structural,,,,,,,no,no,inherited_v1_0_0
TCD-M-CRUSTACEANS-36D971887,Chad,TCD,crustaceans @ Chad national aquatic-food trade gateway [import_reception],mass_labelled_commodity_state,import_reception,fish,TCD-N-TRADE-GATEWAY,,,NF_country_UN_Comtrade_aquatic_partner_flows_2019_2024_v1_0.csv,formal customs form at national gateway; port/border not identified,inherits spatial parent; no new coordinate,unique country + spatial parent + commodity/form + flow role,no,no,yes,trade_form_state,TCD-N-TRADE-GATEWAY,crustaceans,crustaceans,import_reception,customs_form_group,formal customs form at national gateway; port/border not identified,yes,yes,new_v1_1_0_mass_state
TCD-M-DRIED-SALTED-SMOKED-FI-180FE2EF2,Chad,TCD,dried salted smoked fish @ Chad national aquatic-food trade gateway [export_dispatch],mass_labelled_commodity_state,export_dispatch,fish,TCD-N-TRADE-GATEWAY,,,NF_country_UN_Comtrade_aquatic_partner_flows_2019_2024_v1_0.csv,formal customs form at national gateway; port/border not identified,inherits spatial parent; no new coordinate,unique country + spatial parent + commodity/form + flow role,no,no,yes,trade_form_state,TCD-N-TRADE-GATEWAY,dried salted smoked fish,dried_salted_smoked_fish,export_dispatch,customs_form_group,formal customs form at national gateway; port/border not identified,yes,yes,new_v1_1_0_mass_state
TCD-M-DRIED-SALTED-SMOKED-FI-1D9C02194,Chad,TCD,dried salted smoked fish @ Chad national aquatic-food trade gateway [import_reception],mass_labelled_commodity_state,import_reception,fish,TCD-N-TRADE-GATEWAY,,,NF_country_UN_Comtrade_aquatic_partner_flows_2019_2024_v1_0.csv,formal customs form at national gateway; port/border not identified,inherits spatial parent; no new coordinate,unique country + spatial parent + commodity/form + flow role,no,no,yes,trade_form_state,TCD-N-TRADE-GATEWAY,dried salted smoked fish,dried_salted_smoked_fish,import_reception,customs_form_group,formal customs form at national gateway; port/border not identified,yes,yes,new_v1_1_0_mass_state
TCD-M-FRESH-OR-CHILLED-FISH-128463F9A,Chad,TCD,fresh or chilled fish @ Chad national aquatic-food trade gateway [import_reception],mass_labelled_commodity_state,import_reception,fish,TCD-N-TRADE-GATEWAY,,,NF_country_UN_Comtrade_aquatic_partner_flows_2019_2024_v1_0.csv,formal customs form at national gateway; port/border not identified,inherits spatial parent; no new coordinate,unique country + spatial parent + commodity/form + flow role,no,no,yes,trade_form_state,TCD-N-TRADE-GATEWAY,fresh or chilled fish,fresh_or_chilled_fish,import_reception,customs_form_group,formal customs form at national gateway; port/border not identified,yes,yes,new_v1_1_0_mass_state
TCD-M-MOLLUSCS-9110E95E6,Chad,TCD,molluscs @ Chad national aquatic-food trade gateway [import_reception],mass_labelled_commodity_state,import_reception,fish,TCD-N-TRADE-GATEWAY,,,NF_country_UN_Comtrade_aquatic_partner_flows_2019_2024_v1_0.csv,formal customs form at national gateway; port/border not identified,inherits spatial parent; no new coordinate,unique country + spatial parent + commodity/form + flow role,no,no,yes,trade_form_state,TCD-N-TRADE-GATEWAY,molluscs,molluscs,import_reception,customs_form_group,formal customs form at national gateway; port/border not identified,yes,yes,new_v1_1_0_mass_state
TCD-M-PREPARED-OR-PRESERVED-9DFBCA51F,Chad,TCD,prepared or preserved fish @ Chad national aquatic-food trade gateway [import_reception],mass_labelled_commodity_state,import_reception,fish,TCD-N-TRADE-GATEWAY,,,NF_country_UN_Comtrade_aquatic_partner_flows_2019_2024_v1_0.csv,formal customs form at national gateway; port/border not identified,inherits spatial parent; no new coordinate,unique country + spatial parent + commodity/form + flow role,no,no,yes,trade_form_state,TCD-N-TRADE-GATEWAY,prepared or preserved fish,prepared_or_preserved_fish,import_reception,customs_form_group,formal customs form at national gateway; port/border not identified,yes,yes,new_v1_1_0_mass_state
COM-N-COUNTRY,Comoros,COM,Comoros country anchor,country_anchor,country_anchor,,,,,country_atlas_v2_layer_54,structural registry node; not food-safety evidence,country geometry handled by atlas layer; no point coordinate assigned,one structural country anchor per ISO3; excluded from evidence-node counts,yes,no,no,structural,,,,,,,no,no,inherited_v1_0_0
COM-N-TRADE-GATEWAY,Comoros,COM,Comoros national aquatic-food trade gateway,national_trade_gateway,trade_gateway,fish,COM-N-COUNTRY,,,NF_country_UN_Comtrade_aquatic_partner_flows_2019_2024_v1_0.csv,formal customs country-pair node; not a source-specific contaminant shipment,country-level gateway; no point coordinate assigned,one country-level customs gateway per participating ISO3; excluded from local exposure nodes,no,yes,no,structural,,,,,,,no,no,inherited_v1_0_0
COM-M-CRUSTACEANS-A91B9FC70,Comoros,COM,crustaceans @ Comoros national aquatic-food trade gateway [import_reception],mass_labelled_commodity_state,import_reception,fish,COM-N-TRADE-GATEWAY,,,NF_country_UN_Comtrade_aquatic_partner_flows_2019_2024_v1_0.csv,formal customs form at national gateway; port/border not identified,inherits spatial parent; no new coordinate,unique country + spatial parent + commodity/form + flow role,no,no,yes,trade_form_state,COM-N-TRADE-GATEWAY,crustaceans,crustaceans,import_reception,customs_form_group,formal customs form at national gateway; port/border not identified,yes,yes,new_v1_1_0_mass_state
COM-M-DRIED-SALTED-SMOKED-FI-4FDC91C83,Comoros,COM,dried salted smoked fish @ Comoros national aquatic-food trade gateway [import_reception],mass_labelled_commodity_state,import_reception,fish,COM-N-TRADE-GATEWAY,,,NF_country_UN_Comtrade_aquatic_partner_flows_2019_2024_v1_0.csv,formal customs form at national gateway; port/border not identified,inherits spatial parent; no new coordinate,unique country + spatial parent + commodity/form + flow role,no,no,yes,trade_form_state,COM-N-TRADE-GATEWAY,dried salted smoked fish,dried_salted_smoked_fish,import_reception,customs_form_group,formal customs form at national gateway; port/border not identified,yes,yes,new_v1_1_0_mass_state
COM-M-FISH-FILLETS-AND-MEAT-962378AB6,Comoros,COM,fish fillets and meat @ Comoros national aquatic-food trade gateway [import_reception],mass_labelled_commodity_state,import_reception,fish,COM-N-TRADE-GATEWAY,,,NF_country_UN_Comtrade_aquatic_partner_flows_2019_2024_v1_0.csv,formal customs form at national gateway; port/border not identified,inherits spatial parent; no new coordinate,unique country + spatial parent + commodity/form + flow role,no,no,yes,trade_form_state,COM-N-TRADE-GATEWAY,fish fillets and meat,fish_fillets_and_meat,import_reception,customs_form_group,formal customs form at national gateway; port/border not identified,yes,yes,new_v1_1_0_mass_state
COM-M-FROZEN-FISH-12B36ABD4,Comoros,COM,frozen fish @ Comoros national aquatic-food trade gateway [export_dispatch],mass_labelled_commodity_state,export_dispatch,fish,COM-N-TRADE-GATEWAY,,,NF_country_UN_Comtrade_aquatic_partner_flows_2019_2024_v1_0.csv,formal customs form at national gateway; port/border not identified,inherits spatial parent; no new coordinate,unique country + spatial parent + commodity/form + flow role,no,no,yes,trade_form_state,COM-N-TRADE-GATEWAY,frozen fish,frozen_fish,export_dispatch,customs_form_group,formal customs form at national gateway; port/border not identified,yes,yes,new_v1_1_0_mass_state
CIV-M-CHRYSICHTHYS-9AA3E4BA2,Côte d’Ivoire,CIV,Chrysichthys @ Aby North [source_stock],mass_labelled_commodity_state,source_stock,fish,CIV-N-ABY-NORTH-7B1273E,,,pan:CIV_CLAON_2024;FAOSTAT_HCES_2019,model-input location-product state; contaminant/scenario rows collapsed,inherits spatial parent; no new coordinate,unique country + spatial parent + commodity/form + flow role,no,no,yes,commodity_state,CIV-N-ABY-NORTH-7B1273E,Chrysichthys,unspecified_form,source_stock,named_product_or_taxon,model-input location-product state; contaminant/scenario rows collapsed,yes,yes,new_v1_1_0_mass_state
CIV-M-OREOCHROMIS-NILOTICUS-50328299F,Côte d’Ivoire,CIV,Oreochromis niloticus muscle @ Bingerville floating-cage farm [source_stock],mass_labelled_commodity_state,source_stock,fish,CIV-N-BINGERVILLE-FLOATING-CAGE-3E0166E,,,CHEM-CIV-BINGERVILLE-CAGE,location-product pair retained from evidence record; quantity may be unresolved,inherits spatial parent; no new coordinate,unique country + spatial parent + commodity/form + flow role,no,no,yes,commodity_state,CIV-N-BINGERVILLE-FLOATING-CAGE-3E0166E,Oreochromis niloticus muscle,muscle,source_stock,named_product_or_taxon,location-product pair retained from evidence record; quantity may be unresolved,yes,yes,new_v1_1_0_mass_state
CIV-M-SAROTHERODON-MELANOTHE-D62745D02,Côte d’Ivoire,CIV,Sarotherodon melanotheron muscle @ Aby Lagoon [source_stock],mass_labelled_commodity_state,source_stock,fish,CIV-N-ABY-LAGOON-77F8F64,,,CHEM-CIV-ABY-CD-2012,location-product pair retained from evidence record; quantity may be unresolved,inherits spatial parent; no new coordinate,unique country + spatial parent + commodity/form + flow role,no,no,yes,commodity_state,CIV-N-ABY-LAGOON-77F8F64,Sarotherodon melanotheron muscle,muscle,source_stock,named_product_or_taxon,location-product pair retained from evidence record; quantity may be unresolved,yes,yes,new_v1_1_0_mass_state
CIV-M-MARKETED-VEGETABLES-956FF1DC6,Côte d’Ivoire,CIV,"marketed vegetables @ Yopougon, Abidjan [source_stock]",mass_labelled_commodity_state,source_stock,vegetable,CIV-N-YOPOUGON-ABIDJAN-DD69EA5,,,CHEM-CIV-YOPOUGON-VEG-2025,location-product pair retained from evidence record; quantity may be unresolved,inherits spatial parent; no new coordinate,unique country + spatial parent + commodity/form + flow role,no,no,yes,commodity_state,CIV-N-YOPOUGON-ABIDJAN-DD69EA5,marketed vegetables,unspecified_form,source_stock,named_product_or_taxon,location-product pair retained from evidence record; quantity may be unresolved,yes,yes,new_v1_1_0_mass_state
CIV-M-TILAPIA-B2FAE3534,Côte d’Ivoire,CIV,tilapia @ Aby North [source_stock],mass_labelled_commodity_state,source_stock,fish,CIV-N-ABY-NORTH-7B1273E,,,pan:CIV_CLAON_2024;FAOSTAT_HCES_2019,model-input location-product state; contaminant/scenario rows collapsed,inherits spatial parent; no new coordinate,unique country + spatial parent + commodity/form + flow role,no,no,yes,commodity_state,CIV-N-ABY-NORTH-7B1273E,tilapia,unspecified_form,source_stock,named_product_or_taxon,model-input location-product state; contaminant/scenario rows collapsed,yes,yes,new_v1_1_0_mass_state
CIV-M-TWO-HIGHLY-CONSUMED-FI-D7F80D03D,Côte d’Ivoire,CIV,two highly consumed fish species @ Bandama River [source_member_candidate],mass_labelled_commodity_state,source_member_candidate,,CIV-N-BANDAMA-RIVER-C6ED58630,,,CHEM-CIV-THREE-RIVERS-2020,product reported for compound parent; member-specific product and quantity unresolved,inherits spatial parent; no new coordinate,unique country + spatial parent + commodity/form + flow role,no,no,no,commodity_state,CIV-N-BANDAMA-RIVER-C6ED58630,two highly consumed fish species,unspecified_form,source_member_candidate,named_product_or_taxon,product reported for compound parent; member-specific product and quantity unresolved,yes,no,new_v1_1_0_mass_state
CIV-M-TWO-HIGHLY-CONSUMED-FI-C62B1C8AA,Côte d’Ivoire,CIV,"two highly consumed fish species @ Bandama, Comoe and Bia rivers [source_stock]",mass_labelled_commodity_state,source_stock,fish,CIV-N-BANDAMA-COMOE-AND-BIA-RIVE-99EAE0E,,,CHEM-CIV-THREE-RIVERS-2020,location-product pair retained from evidence record; quantity may be unresolved,inherits spatial parent; no new coordinate,unique country + spatial parent + commodity/form + flow role,no,no,yes,commodity_state,CIV-N-BANDAMA-COMOE-AND-BIA-RIVE-99EAE0E,two highly consumed fish species,unspecified_form,source_stock,named_product_or_taxon,location-product pair retained from evidence record; quantity may be unresolved,yes,yes,new_v1_1_0_mass_state
CIV-M-TWO-HIGHLY-CONSUMED-FI-BB302BB47,Côte d’Ivoire,CIV,two highly consumed fish species @ Bia River [source_member_candidate],mass_labelled_commodity_state,source_member_candidate,,CIV-N-BIA-RIVER-F19293273,,,CHEM-CIV-THREE-RIVERS-2020,product reported for compound parent; member-specific product and quantity unresolved,inherits spatial parent; no new coordinate,unique country + spatial parent + commodity/form + flow role,no,no,no,commodity_state,CIV-N-BIA-RIVER-F19293273,two highly consumed fish species,unspecified_form,source_member_candidate,named_product_or_taxon,product reported for compound parent; member-specific product and quantity unresolved,yes,no,new_v1_1_0_mass_state
CIV-M-TWO-HIGHLY-CONSUMED-FI-BF9B7474F,Côte d’Ivoire,CIV,two highly consumed fish species @ Comoe River [source_member_candidate],mass_labelled_commodity_state,source_member_candidate,,CIV-N-COMOE-RIVER-6FC3CA29F,,,CHEM-CIV-THREE-RIVERS-2020,product reported for compound parent; member-specific product and quantity unresolved,inherits spatial parent; no new coordinate,unique country + spatial parent + commodity/form + flow role,no,no,no,commodity_state,CIV-N-COMOE-RIVER-6FC3CA29F,two highly consumed fish species,unspecified_form,source_member_candidate,named_product_or_taxon,product reported for compound parent; member-specific product and quantity unresolved,yes,no,new_v1_1_0_mass_state
CIV-M-UNSPECIFIED-FISH-COMMO-2F1F31F61,Côte d’Ivoire,CIV,unspecified fish commodity @ Aby North / Sud-Comoé [source_stock],mass_labelled_commodity_state,source_stock,fish,CIV-N-ABY-NORTH-SUD-COMOE-2DE82A1,,,CHEM-POST-CIV-01,location-product pair retained from evidence record; quantity may be unresolved,inherits spatial parent; no new coordinate,unique country + spatial parent + commodity/form + flow role,no,no,yes,commodity_state,CIV-N-ABY-NORTH-SUD-COMOE-2DE82A1,unspecified fish commodity,unspecified_form,source_stock,domain_only,location-product pair retained from evidence record; quantity may be unresolved,yes,yes,new_v1_1_0_mass_state
CIV-M-UNSPECIFIED-FISH-COMMO-5F7FF2E63,Côte d’Ivoire,CIV,unspecified fish commodity @ Aby North [source_member_candidate],mass_labelled_commodity_state,source_member_candidate,fish,CIV-N-ABY-NORTH-7B1273E,,,CHEM-POST-CIV-01,product reported for compound parent; member-specific product and quantity unresolved,inherits spatial parent; no new coordinate,unique country + spatial parent + commodity/form + flow role,no,no,no,commodity_state,CIV-N-ABY-NORTH-7B1273E,unspecified fish commodity,unspecified_form,source_member_candidate,domain_only,product reported for compound parent; member-specific product and quantity unresolved,yes,no,new_v1_1_0_mass_state
CIV-M-UNSPECIFIED-FISH-COMMO-2D9B2ABB8,Côte d’Ivoire,CIV,unspecified fish commodity @ Sud-Comoé [source_member_candidate],mass_labelled_commodity_state,source_member_candidate,,CIV-N-SUD-COMOE-4FD10332E,,,CHEM-POST-CIV-01,product reported for compound parent; member-specific product and quantity unresolved,inherits spatial parent; no new coordinate,unique country + spatial parent + commodity/form + flow role,no,no,no,commodity_state,CIV-N-SUD-COMOE-4FD10332E,unspecified fish commodity,unspecified_form,source_member_candidate,domain_only,product reported for compound parent; member-specific product and quantity unresolved,yes,no,new_v1_1_0_mass_state
CIV-N-ABY-LAGOON-77F8F64,Côte d’Ivoire,CIV,Aby Lagoon,aquatic_source,source,fish,,,,CHEM-CIV-ABY-CD-2012 | atlas_unit:CHEM-CIV-ABY-CD-2012,chemistry visible; CPC/toxicology join pending | retained from frozen_atlas_unit,not harmonized; no coordinate invented,persistent exact-text evidence node; aliases merged only within country after normalized-text equality,no,no,yes,spatial,,,,,,,no,no,inherited_v1_0_0
CIV-N-ABY-NORTH-7B1273E,Côte d’Ivoire,CIV,Aby North,named_locality,model_input,fish,CIV-N-ABY-NORTH-SUD-COMOE-2DE82A1,,,pan:CIV_CLAON_2024;FAOSTAT_HCES_2019 | pan:CIV_CLAON_2024;FAOSTAT_HCES_2019 | pan_node_source:CIV_CLAON_2024;FAOSTAT_HCES_2019 | reviewed_atomization_v1_1_0,Pan-Africa model input location | Pan-Africa model input location | explicit named member; member-specific mass may remain unresolved | source_species_share_sensitivity,not harmonized; no coordinate invented,persistent exact-text evidence node; aliases merged only within country after normalized-text equality,no,no,yes,spatial,,,,,,,no,no,inherited_v1_0_0
CIV-N-ABY-NORTH-SUD-COMOE-2DE82A1,Côte d’Ivoire,CIV,Aby North / Sud-Comoé,named_locality,source,fish,,,,CHEM-POST-CIV-01 | atlas_unit:CHEM-POST-CIV-01 | paired_chain:CIV_ABY_HG | reviewed_atomization_v1_1_0,compound label retained as parent | conditional_model | paired | retained from frozen_atlas_unit,not harmonized; no coordinate invented,persistent exact-text evidence node; aliases merged only within country after normalized-text equality,no,no,yes,spatial,,,,,,,no,no,inherited_v1_0_0
CIV-N-BANDAMA-RIVER-C6ED58630,Côte d’Ivoire,CIV,Bandama River,named_locality,source,,CIV-N-BANDAMA-COMOE-AND-BIA-RIVE-99EAE0E,,,reviewed_atomization_v1_1_0,explicit named member; member-specific mass may remain unresolved,not harmonized; no coordinate invented,explicit named locality recovered from an inherited source label or OD ledger,no,no,yes,spatial,,,,,atomic_named_member,,no,no,new_v1_1_0_spatial_atom
CIV-N-BANDAMA-COMOE-AND-BIA-RIVE-99EAE0E,Côte d’Ivoire,CIV,"Bandama, Comoe and Bia rivers",aquatic_source,source,fish,,,,CHEM-CIV-THREE-RIVERS-2020 | atlas_unit:CHEM-CIV-THREE-RIVERS-2020 | reviewed_atomization_v1_1_0,compound label retained as parent | source-risk metric visible | retained from frozen_atlas_unit,not harmonized; no coordinate invented,persistent exact-text evidence node; aliases merged only within country after normalized-text equality,no,no,yes,spatial,,,,,,,no,no,inherited_v1_0_0
